facilityid,name,address,city,county,state,address,county_state,zip,capacity,type,securelvl,status,ice_facility,latitude,longitude,historical_90,slow_90,no_90,rapid_90,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_RISKS,WFIR_RISKR
10000669,DECATUR CORRECTIONAL CENTER,2310 EAST MOUND ROAD,DECATUR,MACON,IL,2310 EAST MOUND ROAD DECATUR IL 62524,MACON_IL,62524,792,STATE,MINIMUM,OPEN,N,39.893699,-88.927072,35.3261,83.8261,110.033,77.8261,112.5946996,0.892457693,Very Low,0.888495221,Very Low
10000670,DECATUR ATC,2175 EAST PERSHING ROAD,DECATUR,MACON,IL,2175 EAST PERSHING ROAD DECATUR IL 62526,MACON_IL,62526,110,STATE,MINIMUM,CLOSED,N,39.876628,-88.926612,35.3261,83.8261,110.033,77.8261,112.5946996,0.892457693,Very Low,0.888495221,Very Low
10004708,MACOUPIN COUNTY JAIL,215 SOUTH EAST STREET,CARLINVILLE,MACOUPIN,IL,215 SOUTH EAST STREET CARLINVILLE IL 62626,MACOUPIN_IL,62626,95,COUNTY,NOT AVAILABLE,OPEN,N,39.277775,-89.880166,40.2239,88.3134,114.112,82.5821,74.15116015,0.776463369,Very Low,0.645744854,Very Low
10004720,MADISON COUNTY JAIL,405 RANDLE STREET,EDWARDSVILLE,MADISON,IL,405 RANDLE STREET EDWARDSVILLE IL 62025,MADISON_IL,62025,306,COUNTY,NOT AVAILABLE,OPEN,N,38.812201,-89.959727,45.4071,91.938,117.389,86.5221,140.3512052,0.960477151,Very Low,0.709040157,Very Low
10004719,EAST ALTON JAIL,211 NORTH SHAMROCK STREET,EAST ALTON,MADISON,IL,211 NORTH SHAMROCK STREET EAST ALTON IL 62024,MADISON_IL,62024,50,LOCAL,NOT AVAILABLE,OPEN,N,38.883393,-90.110593,45.4071,91.938,117.389,86.5221,140.3512052,0.960477151,Very Low,0.709040157,Very Low
10004718,ALTON CITY JAIL,1700 EAST BROADWAY STREET,ALTON,MADISON,IL,1700 EAST BROADWAY STREET ALTON IL 62002,MADISON_IL,62002,53,LOCAL,NOT AVAILABLE,OPEN,N,38.90482,-90.152262,45.4071,91.938,117.389,86.5221,140.3512052,0.960477151,Very Low,0.709040157,Very Low
10006735,MADISON COUNTY JUVENILE DETENTION CENTER,100 W. 5TH AVENUE,EDWARDSVILLE,MADISON,IL,100 W. 5TH AVENUE EDWARDSVILLE IL 62025,MADISON_IL,62025,49,COUNTY,JUVENILE,OPEN,N,38.788809,-89.9834,45.4071,91.938,117.389,86.5221,140.3512052,0.960477151,Very Low,0.709040157,Very Low
10001481,MARION COUNTY JAIL,204 NORTH WASHINGTON STREET,SALEM,MARION,IL,204 NORTH WASHINGTON STREET SALEM IL 62881,MARION_IL,62881,135,COUNTY,MAXIMUM,OPEN,N,38.628583,-88.944626,43.8,90.7625,117.175,84.725,135.6527965,0.949637609,Very Low,0.96959897,Very Low
10004684,MARSHALL COUNTY JAIL,520 6TH STREET,LACON,MARSHALL,IL,520 6TH STREET LACON IL 61540,MARSHALL_IL,61540,16,COUNTY,NOT AVAILABLE,OPEN,N,41.025341,-89.407798,28.5397,74.8571,101.778,68.6984,16.6317223,0.471766824,Very Low,0.41138252,Very Low
10004693,MASON COUNTY JAIL,102 WEST MARKET STREET,HAVANA,MASON,IL,102 WEST MARKET STREET HAVANA IL 62644,MASON_IL,62644,42,COUNTY,NOT AVAILABLE,OPEN,N,40.294252,-90.060381,35.6146,83.1979,108.469,77.6979,15.82932609,0.464054652,Very Low,0.467423203,Very Low
10004737,MASSAC COUNTY JAIL,515 MARKET STREET,METROPOLIS,MASSAC,IL,515 MARKET STREET METROPOLIS IL 62960,MASSAC_IL,62960,42,COUNTY,NOT AVAILABLE,OPEN,N,37.152741,-88.733224,58.8462,105.282,130.923,99.641,174.7457784,1.033278088,Very Low,1.177574155,Very Low
10004692,MCDONOUGH COUNTY JAIL,110 SOUTH MCARTHUR STREET,MACOMB,MCDONOUGH,IL,110 SOUTH MCARTHUR STREET MACOMB IL 61455,MCDONOUGH_IL,61455,53,COUNTY,NOT AVAILABLE,OPEN,N,40.458557,-90.673532,34.3404,81.0745,106.702,75.5426,48.0126271,0.671738353,Very Low,0.620838426,Very Low
10002256,MCHENRY COUNTY JAIL,2200 NORTH SEMINARY AVENUE,WOODSTOCK,MCHENRY,IL,2200 NORTH SEMINARY AVENUE WOODSTOCK IL 60098,MCHENRY_IL,60098,650,COUNTY,MAXIMUM,OPEN,Y,42.34073,-88.440469,18.6667,56.2813,85.5729,49.6875,3074.270716,2.687379655,Very Low,1.09653697,Very Low
10004690,MCLEAN COUNTY JAIL,104 WEST FRONT STREET,BLOOMINGTON,MCLEAN,IL,104 WEST FRONT STREET BLOOMINGTON IL 61702,MCLEAN_IL,61702,225,COUNTY,NOT AVAILABLE,OPEN,N,40.477596,-88.994048,30.0811,78.0811,104.984,71.8378,120.0940382,0.911847346,Very Low,0.525922252,Very Low
10004689,MCLEAN COUNTY JUVENILE DETENTION CENTER,903 NORTH MAIN STREET,NORMAL,MCLEAN,IL,903 NORTH MAIN STREET NORMAL IL 61761,MCLEAN_IL,61761,26,COUNTY,JUVENILE,OPEN,N,40.523252,-88.998664,30.0811,78.0811,104.984,71.8378,120.0940382,0.911847346,Very Low,0.525922252,Very Low
10004700,MENARD COUNTY JAIL,315 SOUTH 6TH STREET,PETERSBURG,MENARD,IL,315 SOUTH 6TH STREET PETERSBURG IL 62675,MENARD_IL,62675,25,COUNTY,NOT AVAILABLE,OPEN,N,40.005752,-89.848183,34.08,82.62,108.18,76.76,17.35570192,0.478515176,Very Low,0.359590902,Very Low
10004680,MERCER COUNTY JAIL,906 SOUTHWEST 3RD STREET,ALEDO,MERCER,IL,906 SOUTHWEST 3RD STREET ALEDO IL 61231,MERCER_IL,61231,102,COUNTY,MAXIMUM,OPEN,N,41.199514,-90.748911,27.6,72.9444,99.9444,66.8556,135.836628,0.950066386,Very Low,0.726750668,Very Low
10006736,MONROE COUNTY JAIL,225 EAST THIRD STREET,WATERLOO,MONROE,IL,225 EAST THIRD STREET WATERLOO IL 62298,MONROE_IL,62298,30,COUNTY,NOT AVAILABLE,OPEN,N,38.334828,-90.150468,49.129,95.0968,120.645,89.6936,61.77308356,0.73060294,Very Low,0.358650059,Very Low
10000674,GRAHAM CORRECTIONAL CENTER,12078 ILLINOIS ROUTE 185,HILLSBORO,MONTGOMERY,IL,12078 ILLINOIS ROUTE 185 HILLSBORO IL 62049,MONTGOMERY_IL,62049,2013,STATE,MEDIUM,OPEN,N,39.129837,-89.5294,39.6552,87.8448,113.905,81.9655,10.48905053,0.404570036,Very Low,0.356688256,Very Low
10000675,MONTGOMERY COUNTY JAIL,140 NORTH MAIN STREET,HILLSBORO,MONTGOMERY,IL,140 NORTH MAIN STREET HILLSBORO IL 62049,MONTGOMERY_IL,62049,40,COUNTY,NOT AVAILABLE,OPEN,N,39.163508,-89.493414,39.6552,87.8448,113.905,81.9655,10.48905053,0.404570036,Very Low,0.356688256,Very Low
10001476,MORGAN COUNTY JAIL,300 WEST COURT STREET,JACKSONVILLE,MORGAN,IL,300 WEST COURT STREET JACKSONVILLE IL 62650,MORGAN_IL,62650,65,COUNTY,NOT AVAILABLE,OPEN,N,39.735108,-90.23188,36.4471,84.6,110.518,79.1294,22.68443208,0.523187821,Very Low,0.490809476,Very Low
10000671,JACKSONVILLE CORRECTIONAL CENTER,2268 EAST MORTON AVENUE,JACKSONVILLE,MORGAN,IL,2268 EAST MORTON AVENUE JACKSONVILLE IL 62650,MORGAN_IL,62650,1628,STATE,MINIMUM,OPEN,N,39.726071,-90.176199,36.4471,84.6,110.518,79.1294,22.68443208,0.523187821,Very Low,0.490809476,Very Low
10004705,MOULTRIE COUNTY JAIL,1505 WEST HAGERMAN ROAD,SULLIVAN,MOULTRIE,IL,1505 WEST HAGERMAN ROAD SULLIVAN IL 61951,MOULTRIE_IL,61951,56,COUNTY,NOT AVAILABLE,OPEN,N,39.588361,-88.643785,35.7692,84.25,110.846,78.1154,6.751110498,0.349306549,Very Low,0.320163021,Very Low
10004666,OGLE COUNTY JAIL,107 SOUTH 5TH STREET,OREGON,OGLE,IL,107 SOUTH 5TH STREET OREGON IL 61061,OGLE_IL,61061,109,COUNTY,NOT AVAILABLE,OPEN,N,42.00826,-89.33401,19.8348,60.3391,89.2348,53.713,153.6329178,0.989866018,Very Low,0.725225765,Very Low
10001473,PEORIA COUNTY JAIL,301 NORTH MAXWELL ROAD,PEORIA,PEORIA,IL,301 NORTH MAXWELL ROAD PEORIA IL 61604,PEORIA_IL,61604,524,COUNTY,MAXIMUM,OPEN,N,40.760334,-89.615639,26.8333,73.3426,100.611,67.3704,72.17833232,0.769515319,Very Low,0.655204544,Very Low
10000657,PEORIA ATC,607-613 NORTH MAIN,PEORIA,PEORIA,IL,607-613 NORTH MAIN PEORIA IL 61602,PEORIA_IL,61602,248,STATE,MINIMUM,OPEN,N,40.760334,-89.615639,26.8333,73.3426,100.611,67.3704,72.17833232,0.769515319,Very Low,0.655204544,Very Low
10001472,PEORIA COUNTY JUVENILE DETENTION CENTER,223 NORTH MAXWELL ROAD,PEORIA,PEORIA,IL,223 NORTH MAXWELL ROAD PEORIA IL 61604,PEORIA_IL,61604,63,COUNTY,JUVENILE,OPEN,N,40.760334,-89.615639,26.8333,73.3426,100.611,67.3704,72.17833232,0.769515319,Very Low,0.655204544,Very Low
10000688,PINCKNEYVILLE CORRECTIONAL CENTER,5835 STATE ROUTE 154,PINCKNEYVILLE,PERRY,IL,5835 STATE ROUTE 154 PINCKNEYVILLE IL 62274,PERRY_IL,62274,2964,STATE,MEDIUM,OPEN,N,38.078723,-89.384802,50.0933,96.5467,122.827,91.0933,140.6246478,0.961100504,Very Low,0.752603355,Very Low
10000689,DU QUOIN IMPACT INCARCERATION PROGRAM (IIP),275 AGRILAND ACRES DR,DU QUOIN,PERRY,IL,275 AGRILAND ACRES DR DU QUOIN IL 62832,PERRY_IL,62832,200,STATE,MINIMUM,OPEN,N,37.98207,-89.217138,50.0933,96.5467,122.827,91.0933,140.6246478,0.961100504,Very Low,0.752603355,Very Low
10000690,PERRY COUNTY JAIL,12 EAST WATER STREET,PINCKNEYVILLE,PERRY,IL,12 EAST WATER STREET PINCKNEYVILLE IL 62274,PERRY_IL,62274,56,COUNTY,NOT AVAILABLE,OPEN,N,38.079716,-89.370455,50.0933,96.5467,122.827,91.0933,140.6246478,0.961100504,Very Low,0.752603355,Very Low
10004697,PIATT COUNTY JAIL,1216 RAYMOND ROAD,MONTICELLO,PIATT,IL,1216 RAYMOND ROAD MONTICELLO IL 61856,PIATT_IL,61856,76,COUNTY,NOT AVAILABLE,OPEN,N,40.007372,-88.578553,32.0822,81.0822,107.781,74.7808,23.37056169,0.528410419,Very Low,0.271956466,Very Low
10000672,PITTSFIELD WORK CAMP,23540 365TH STREET,PITTSFIELD,PIKE,IL,23540 365TH STREET PITTSFIELD IL 62363,PIKE_IL,62363,400,STATE,MINIMUM,OPEN,N,39.606071,-90.808924,37.9296,84.9789,110.641,79.5282,49.27043583,0.677553807,Very Low,0.668759612,Very Low
10001477,PIKE COUNTY JAIL,204 EAST ADAMS STREET,PITTSFIELD,PIKE,IL,204 EAST ADAMS STREET PITTSFIELD IL 62363,PIKE_IL,62363,62,COUNTY,NOT AVAILABLE,OPEN,N,39.607944,-90.802713,37.9296,84.9789,110.641,79.5282,49.27043583,0.677553807,Very Low,0.668759612,Very Low
10004735,POPE COUNTY JAIL,216 EAST DECATUR STREET,GOLCONDA,POPE,IL,216 EAST DECATUR STREET GOLCONDA IL 62938,POPE_IL,62938,50,COUNTY,NOT AVAILABLE,OPEN,N,37.362731,-88.48693,54.4746,102.356,129.237,96.4915,332.2788181,1.280115652,Very Low,1.460354946,Very Low
10006350,DIXON SPRINGS IMPACT INCARCERATION PROGRAM (IIP),979 STATE HWY 146 W.,GOLCONDA,POPE,IL,979 STATE HWY 146 W. GOLCONDA IL 62938,POPE_IL,62938,50,STATE,MINIMUM,OPEN,N,37.362731,-88.48693,54.4746,102.356,129.237,96.4915,332.2788181,1.280115652,Very Low,1.460354946,Very Low
10004739,PULASKI COUNTY DETENTION CENTER,20 JUSTICE DRIVE,ULLIN,PULASKI,IL,20 JUSTICE DRIVE ULLIN IL 62992,PULASKI_IL,62992,240,COUNTY,MAXIMUM,OPEN,Y,37.270617,-89.177046,59.6207,105.517,130.69,99.9655,64.45555784,0.741028844,Very Low,0.913245464,Very Low
10004681,PUTNAM COUNTY JAIL,120 NORTH 4TH STREET,HENNEPIN,PUTNAM,IL,120 NORTH 4TH STREET HENNEPIN IL 61327,PUTNAM_IL,61327,5,COUNTY,NOT AVAILABLE,OPEN,N,41.255577,-89.34166,25.9231,71.6538,99.3077,65.3462,15.94027453,0.465136322,Very Low,0.298936931,Very Low
10000687,MENARD CORRECTIONAL CENTER,711 KASKASKIA STREET,MENARD,RANDOLPH,IL,711 KASKASKIA STREET MENARD IL 62259,RANDOLPH_IL,62259,3881,STATE,MAXIMUM,OPEN,N,40.012505,-89.822996,53.1895,98.5789,123.463,93.3263,147.7557994,0.977079348,Very Low,0.619063523,Very Low
10001482,RANDOLPH COUNTY JAIL,200 WEST BUENA VISTA STREET,CHESTER,RANDOLPH,IL,200 WEST BUENA VISTA STREET CHESTER IL 62233,RANDOLPH_IL,62233,44,COUNTY,NOT AVAILABLE,OPEN,N,37.903692,-89.8287,53.1895,98.5789,123.463,93.3263,147.7557994,0.977079348,Very Low,0.619063523,Very Low
10006209,MENARD MEDIUM SECURITY UNIT,711 KASKASKIA STREET,MENARD,RANDOLPH,IL,711 KASKASKIA STREET MENARD IL 62259,RANDOLPH_IL,62259,394,STATE,MEDIUM,OPEN,N,40.012505,-89.822996,53.1895,98.5789,123.463,93.3263,147.7557994,0.977079348,Very Low,0.619063523,Very Low
10004722,RICHLAND COUNTY JAIL,211 WEST MARKET STREET,OLNEY,RICHLAND,IL,211 WEST MARKET STREET OLNEY IL 62450,RICHLAND_IL,62450,60,COUNTY,NOT AVAILABLE,OPEN,N,38.730442,-88.08546,44.9286,92.2321,118.5,86.0357,6.468561713,0.344363858,Very Low,0.303109927,Very Low
10000645,ROCK ISLAND COUNTY JAIL,1317 3RD AVENUE,ROCK ISLAND,ROCK ISLAND,IL,1317 3RD AVENUE ROCK ISLAND IL 61201,ROCK ISLAND_IL,61201,329,COUNTY,NOT AVAILABLE,OPEN,N,41.509932,-90.572143,26.0667,70.5733,98.0667,64.4,#N/A,#N/A,#N/A,#N/A,#N/A
10000644,EAST MOLINE CORRECTIONAL CENTER,100 HILLCREST ROAD,EAST MOLINE,ROCK ISLAND,IL,100 HILLCREST ROAD EAST MOLINE IL 61244,ROCK ISLAND_IL,61244,1470,STATE,MINIMUM,OPEN,N,41.527671,-90.387167,26.0667,70.5733,98.0667,64.4,#N/A,#N/A,#N/A,#N/A,#N/A
10000693,ILLINOIS YOUTH CENTER HARRISBURG,1201 WEST POPLAR STREET,HARRISBURG,SALINE,IL,1201 WEST POPLAR STREET HARRISBURG IL 62946,SALINE_IL,62946,332,STATE,JUVENILE,OPEN,N,37.731504,-88.541127,56.2857,102.5,128.268,96.8214,126.1809838,0.926999767,Very Low,1.050472866,Very Low
10004731,SALINE COUNTY JAIL,1 NORTH MAIN STREET,HARRISBURG,SALINE,IL,1 NORTH MAIN STREET HARRISBURG IL 62946,SALINE_IL,62946,110,COUNTY,NOT AVAILABLE,OPEN,N,37.731504,-88.541127,56.2857,102.5,128.268,96.8214,126.1809838,0.926999767,Very Low,1.050472866,Very Low
10004701,SANGAMON COUNTY JAIL,1 SHERIFFS PLAZA,SPRINGFIELD,SANGAMON,IL,1 SHERIFFS PLAZA SPRINGFIELD IL 62701,SANGAMON_IL,62701,314,COUNTY,MAXIMUM,OPEN,N,39.800079,-89.642694,35.0073,83.8102,109.832,77.9197,68.06251963,0.754601498,Very Low,0.597509573,Very Low
10004702,SANGAMON COUNTY JUVENILE DETENTION CENTER,2201 SOUTH DIRKSEN PARKWAY,SPRINGFIELD,SANGAMON,IL,2201 SOUTH DIRKSEN PARKWAY SPRINGFIELD IL 62703,SANGAMON_IL,62703,48,COUNTY,JUVENILE,OPEN,N,39.77835,-89.609087,35.0073,83.8102,109.832,77.9197,68.06251963,0.754601498,Very Low,0.597509573,Very Low
10004694,IDHS TREATMENT / DETENTION FACILITY,17019 COUNTY FARM RD,RUSHVILLE,SCHUYLER,IL,17019 COUNTY FARM RD RUSHVILLE IL 62681,SCHUYLER_IL,62681,50,STATE,MAXIMUM,OPEN,N,40.121086,-90.560988,35.8143,83.2857,108.671,77.8429,29.18253139,0.569013595,Very Low,0.471289023,Very Low
10004695,SCHUYLER COUNTY JAIL,216 WEST LAFAYETTE STREET,RUSHVILLE,SCHUYLER,IL,216 WEST LAFAYETTE STREET RUSHVILLE IL 62681,SCHUYLER_IL,62681,30,COUNTY,NOT AVAILABLE,OPEN,N,40.120363,-90.564416,35.8143,83.2857,108.671,77.8429,29.18253139,0.569013595,Very Low,0.471289023,Very Low
10004707,SHELBY COUNTY JAIL,151 NORTH MORGAN STREET,SHELBYVILLE,SHELBY,IL,151 NORTH MORGAN STREET SHELBYVILLE IL 62565,SHELBY_IL,62565,27,COUNTY,NOT AVAILABLE,OPEN,N,39.413328,-88.792296,37.6207,85.8017,112.371,79.6724,23.68514348,0.530770767,Very Low,0.40674247,Very Low
10000685,SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER,950 KINGSHIGHWAY ST,EAST ST LOUIS,ST. CLAIR,IL,950 KINGSHIGHWAY ST EAST ST LOUIS IL 62203,ST. CLAIR_IL,62203,763,STATE,MINIMUM,OPEN,N,38.617636,-90.141223,49.9072,95.9278,121.289,90.6186,#N/A,#N/A,#N/A,#N/A,#N/A
10004724,SOUTHWESTERN ILLINOIS WORK CAMP,950 KINGSHIGHWAY ST,EAST ST LOUIS,ST. CLAIR,IL,950 KINGSHIGHWAY ST EAST ST LOUIS IL 62203,ST. CLAIR_IL,62203,92,STATE,MINIMUM,OPEN,N,38.617636,-90.141223,49.9072,95.9278,121.289,90.6186,#N/A,#N/A,#N/A,#N/A,#N/A
10000684,ST CLAIR COUNTY JAIL,700 NORTH 5TH STREET,BELLEVILLE,ST. CLAIR,IL,700 NORTH 5TH STREET BELLEVILLE IL 62220,ST. CLAIR_IL,62220,434,COUNTY,NOT AVAILABLE,OPEN,N,38.521849,-89.990946,49.9072,95.9278,121.289,90.6186,#N/A,#N/A,#N/A,#N/A,#N/A
10006738,ST. CLAIR COUNTY JUVENILE DETENTION CENTER,9006 LEBANON RD,BELLEVILLE,ST. CLAIR,IL,9006 LEBANON RD BELLEVILLE IL 62223,ST. CLAIR_IL,62223,50,COUNTY,JUVENILE,OPEN,N,38.587421,-90.054032,49.9072,95.9278,121.289,90.6186,#N/A,#N/A,#N/A,#N/A,#N/A
10006739,STARK COUNTY JAIL,130 W. JEFFERSON,TOULON,STARK,IL,130 W. JEFFERSON TOULON IL 61483,STARK_IL,61483,13,COUNTY,NOT AVAILABLE,OPEN,N,41.093848,-89.865889,24.5417,69.9792,97.7917,63.9167,2.213117729,0.240851762,Very Low,0.211495445,Very Low
10004662,STEPHENSON COUNTY JAIL,1680 EAST SINGER DRIVE,FREEPORT,STEPHENSON,IL,1680 EAST SINGER DRIVE FREEPORT IL 61032,STEPHENSON_IL,61032,216,COUNTY,NOT AVAILABLE,OPEN,N,42.285968,-89.592575,17.4889,56.3889,85.7889,49.5667,383.7080204,1.343018354,Very Low,1.428083265,Very Low
10001474,TAZEWELL COUNTY JAIL,101 SOUTH CAPITOL STREET,PEKIN,TAZEWELL,IL,101 SOUTH CAPITOL STREET PEKIN IL 61554,TAZEWELL_IL,61554,226,COUNTY,MAXIMUM,OPEN,N,40.574184,-89.627029,31.5288,79.0577,105.529,73.2115,132.6124174,0.942489208,Very Low,0.616249084,Very Low
10000658,FCI PEKIN,2600 SOUTH 2ND STREET,PEKIN,TAZEWELL,IL,2600 SOUTH 2ND STREET PEKIN IL 61554,TAZEWELL_IL,61554,1010,FEDERAL,MEDIUM,OPEN,N,40.574184,-89.627029,31.5288,79.0577,105.529,73.2115,132.6124174,0.942489208,Very Low,0.616249084,Very Low
10000659,FCI PEKIN CAMP,2600 SOUTH 2ND STREET,PEKIN,TAZEWELL,IL,2600 SOUTH 2ND STREET PEKIN IL 61554,TAZEWELL_IL,61554,270,FEDERAL,MINIMUM,OPEN,N,40.574184,-89.627029,31.5288,79.0577,105.529,73.2115,132.6124174,0.942489208,Very Low,0.616249084,Very Low
10000663,VERMILION COUNTY JAIL,2 EAST SOUTH STREET,DANVILLE,VERMILION,IL,2 EAST SOUTH STREET DANVILLE IL 61832,VERMILION_IL,61832,420,COUNTY,NOT AVAILABLE,OPEN,N,40.12208,-87.629274,29.5114,77.8244,105.427,71.2672,58.06134476,0.715666495,Very Low,0.728987061,Very Low
10000662,DANVILLE CORRECTIONAL CENTER,3820 EAST MAIN STREET,DANVILLE,VERMILION,IL,3820 EAST MAIN STREET DANVILLE IL 61834,VERMILION_IL,61834,1864,STATE,MEDIUM,OPEN,N,40.124438,-87.633247,29.5114,77.8244,105.427,71.2672,58.06134476,0.715666495,Very Low,0.728987061,Very Low
10006740,VERMILION COUNTY JUVENILE DETENTION CENTER,150 E. SAGER,DANVILLE,VERMILION,IL,150 E. SAGER DANVILLE IL 61832,VERMILION_IL,61832,50,COUNTY,JUVENILE,OPEN,N,40.13767,-87.624019,29.5114,77.8244,105.427,71.2672,58.06134476,0.715666495,Very Low,0.728987061,Very Low
10004726,WABASH COUNTY JAIL,110 EAST 4TH STREET,MOUNT CARMEL,WABASH,IL,110 EAST 4TH STREET MOUNT CARMEL IL 62863,WABASH_IL,62863,17,COUNTY,NOT AVAILABLE,OPEN,N,38.410681,-87.757782,51.2973,96.9459,122.135,90.973,0.105200426,0.087247734,Very Low,0.073981388,Very Low
10004686,WARREN COUNTY JAIL,121 NORTH A STREET,MONMOUTH,WARREN,IL,121 NORTH A STREET MONMOUTH IL 61462,WARREN_IL,61462,42,COUNTY,NOT AVAILABLE,OPEN,N,40.916571,-90.649377,29.6705,75.9659,102.625,70.1023,1.6414069,0.218015351,Very Low,0.243679186,Very Low
10004727,WASHINGTON COUNTY JAIL,245 NORTH KASKASKIA STREET,NASHVILLE,WASHINGTON,IL,245 NORTH KASKASKIA STREET NASHVILLE IL 62263,WASHINGTON_IL,62263,25,COUNTY,NOT AVAILABLE,OPEN,N,38.347318,-89.382866,45.7614,93,119.455,87.3636,12.31187355,0.426765894,Very Low,0.279261463,Very Low
10006741,WAYNE COUNTY JAIL,305 EAST COURT STREET,FAIRFIELD,WAYNE,IL,305 EAST COURT STREET FAIRFIELD IL 62837,WAYNE_IL,62837,30,COUNTY,NOT AVAILABLE,OPEN,N,38.380356,-88.35682,48.2883,95.018,121.072,88.991,144.2128422,0.969206462,Very Low,0.770414451,Very Low
10004728,WHITE COUNTY JAIL,108 NORTH MAIN CROSS STREET,CARMI,WHITE,IL,108 NORTH MAIN CROSS STREET CARMI IL 62821,WHITE_IL,62821,76,COUNTY,NOT AVAILABLE,OPEN,N,38.091948,-88.159935,53.8941,99.9882,125.447,94,19.75798122,0.499646111,Very Low,0.516214835,Very Low
10006742,WHITESIDE COUNTY JAIL,400 N. CHERRY ST,MORRISON,WHITESIDE,IL,400 N. CHERRY ST MORRISON IL 61270,WHITESIDE_IL,61270,129,COUNTY,NOT AVAILABLE,OPEN,N,41.810312,-89.963431,23.2927,66.5772,94.5203,60.3333,74.15010606,0.77645969,Very Low,0.731384154,Very Low
10000648,JOLIET PRISON,1125 COLLINS ST,JOLIET,WILL,IL,1125 COLLINS ST JOLIET IL 60432,WILL_IL,60432,50,STATE,MAXIMUM,CLOSED,N,41.545493,-88.074217,21.8621,65.4414,94.3379,58.8828,3649.317758,2.845458236,Very Low,1.297446549,Very Low
10000647,STATEVILLE CORRECTIONAL CENTER,16830 SOUTH BROADWAY STREET,JOLIET,WILL,IL,16830 SOUTH BROADWAY STREET JOLIET IL 60434,WILL_IL,60434,3759,STATE,MAXIMUM,OPEN,N,41.530814,-88.10341,21.8621,65.4414,94.3379,58.8828,3649.317758,2.845458236,Very Low,1.297446549,Very Low
10000649,WILL COUNTY ADULT DETENTION FACILITY,95 SOUTH CHICAGO STREET,JOLIET,WILL,IL,95 SOUTH CHICAGO STREET JOLIET IL 60436,WILL_IL,60436,1035,COUNTY,MAXIMUM,OPEN,N,41.521742,-88.081919,21.8621,65.4414,94.3379,58.8828,3649.317758,2.845458236,Very Low,1.297446549,Very Low
10004674,RIVER VALLEY JUVENILE DETENTION CENTER,3200 MCDONOUGH STREET,JOLIET,WILL,IL,3200 MCDONOUGH STREET JOLIET IL 60436,WILL_IL,60436,102,COUNTY,JUVENILE,OPEN,N,41.513487,-88.158417,21.8621,65.4414,94.3379,58.8828,3649.317758,2.845458236,Very Low,1.297446549,Very Low
10000646,JOLIET TREATMENT CENTER,2848 WEST MCDONOUGH,JOLIET,WILL,IL,2848 WEST MCDONOUGH JOLIET IL 60436,WILL_IL,60436,486,STATE,MAXIMUM,OPEN,N,41.530814,-88.10341,21.8621,65.4414,94.3379,58.8828,3649.317758,2.845458236,Very Low,1.297446549,Very Low
10006351,NORTHERN RECEPTION AND CLASSIFICATION CENTER,16830 SOUTH BROADWAY STREET,JOLIET,WILL,IL,16830 SOUTH BROADWAY STREET JOLIET IL 60434,WILL_IL,60434,1800,STATE,MINIMUM,OPEN,N,41.530814,-88.10341,21.8621,65.4414,94.3379,58.8828,3649.317758,2.845458236,Very Low,1.297446549,Very Low
10006352,STATEVILLE MINIMUM SECURITY UNIT,16830 SOUTH BROADWAY STREET,JOLIET,WILL,IL,16830 SOUTH BROADWAY STREET JOLIET IL 60434,WILL_IL,60434,199,STATE,MINIMUM,OPEN,N,41.530814,-88.10341,21.8621,65.4414,94.3379,58.8828,3649.317758,2.845458236,Very Low,1.297446549,Very Low
10004673,KANKAKEE MINIMAL SECURITY UNIT,37040 STATE ROUTE 102,MANTENO,WILL,IL,37040 STATE ROUTE 102 MANTENO IL 60950,WILL_IL,60950,50,STATE,MINIMUM,CLOSED,N,41.251166,-87.840393,21.8621,65.4414,94.3379,58.8828,3649.317758,2.845458236,Very Low,1.297446549,Very Low
10004732,USP MARION CAMP,4500 PRISON ROAD,MARION,WILLIAMSON,IL,4500 PRISON ROAD MARION IL 62959,WILLIAMSON_IL,62959,240,FEDERAL,MINIMUM,OPEN,N,38.650643,-88.918966,52.9848,99.4394,125.576,93.7727,276.5735876,1.204162846,Very Low,1.15771057,Very Low
10004733,WILLIAMSON COUNTY JAIL,404 N. VAN BUREN,MARION,WILLIAMSON,IL,404 N. VAN BUREN MARION IL 62959,WILLIAMSON_IL,62959,244,COUNTY,NOT AVAILABLE,OPEN,N,38.650643,-88.918966,52.9848,99.4394,125.576,93.7727,276.5735876,1.204162846,Very Low,1.15771057,Very Low
10000694,USP MARION,4500 PRISON ROAD,MARION,WILLIAMSON,IL,4500 PRISON ROAD MARION IL 62959,WILLIAMSON_IL,62959,1129,FEDERAL,MEDIUM,OPEN,N,38.650643,-88.918966,52.9848,99.4394,125.576,93.7727,276.5735876,1.204162846,Very Low,1.15771057,Very Low
10002253,WINNEBAGO COUNTY JAIL,650 WEST STATE STREET,ROCKFORD,WINNEBAGO,IL,650 WEST STATE STREET ROCKFORD IL 61102,WINNEBAGO_IL,61102,1324,COUNTY,NOT AVAILABLE,OPEN,N,42.27265,-89.099475,19.0238,57.7857,87.0119,51.2024,2095.645447,2.365125868,Very Low,2.254695968,Very Low
