Facility ID,Facility Name,Address,City,ZIP Code,CountyName,State,county_state,address,HBIPS-2 Measure Description,HBIPS-2 Overall Rate Per 1000,HBIPS-2 Overall Num,HBIPS-2 Overall Den,HBIPS-3 Measure Description,HBIPS-3 Overall Rate Per 1000,HBIPS-3 Overall Num,HBIPS-3 Overall Den,geolocated-address,latitude-comma,longitude-comma,latitude,longitude, historical_90 , slow_90 , no_90 , rapid_90 ,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_RISKS,WFIR_RISKR
50376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,90502,LOSANGELES,CA,LOSANGELES_CA,1000 W CARSON ST TORRANCE CA 90502,Hours of physical-restraint use,2.3,732.9,13272,Hours of seclusion use,0.68,215.17,13272,"W Carson Street, Torrance, CA, USA","33,830,965","-118,358,243",33.830965,-118.358243,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
50380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,95124,SANTACLARA,CA,SANTACLARA_CA,2425 SAMARITAN DRIVE SAN JOSE CA 95124,Hours of physical-restraint use,0,0,6510,Hours of seclusion use,0,0,6510,"2425 Samaritan Dr, San Jose, CA, USA","37,251,694","-121,946,486",37.251694,-121.946486,11.85787,36.83756,64.54823,29.35533,14068112.53,44.61630496,Relatively High,17.99560961,Relatively Moderate
50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,92804,ORANGE,CA,ORANGE_CA,3033 W ORANGE AVENUE ANAHEIM CA 92804,Hours of physical-restraint use,0,0,3512,Hours of seclusion use,0,0,3512,"West Orange Avenue, Anaheim, CA, USA","33,824,634","-118,005,882",33.824634,-118.005882,12.73913,53.6087,93.45217,42.76522,20284273.37,50.40436414,Relatively High,37.44278218,Relatively High
50438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,91109,LOSANGELES,CA,LOSANGELES_CA,100 W  CALIFORNIA BLVD PASADENA CA 91109,Hours of physical-restraint use,0.86,121.77,5890,Hours of seclusion use,0.39,55.32,5890,"100 West California Boulevard, Pasadena, CA, USA","34,134,359","-118,152,575",34.134359,-118.152575,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
50441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,SANTACLARA,CA,SANTACLARA_CA,300 PASTEUR DRIVE STANFORD CA 94305,Hours of physical-restraint use,0.27,83.25,12782,Hours of seclusion use,0.08,23.83,12782,"Pasteur Drive, Stanford, CA, USA","37,433,541","-122,178,539",37.433541,-122.178539,11.85787,36.83756,64.54823,29.35533,14068112.53,44.61630496,Relatively High,17.99560961,Relatively Moderate
50464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,95350,STANISLAUS,CA,STANISLAUS_CA,1441 FLORIDA AVENUE MODESTO CA 95350,Hours of physical-restraint use,0.45,114.67,10508,Hours of seclusion use,0.1,25.8,10508,"1441 Florida Ave, Modesto, CA, USA","37,665,402","-120,997,439",37.665402,-120.997439,47.51293,93.29311,122.2026,83.93535,572958.2118,15.35050397,Relatively Moderate,16.37382597,Relatively Moderate
50526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,92647,ORANGE,CA,ORANGE_CA,17772 BEACH BLVD HUNTINGTON BEACH CA 92647,Hours of physical-restraint use,0,0,3459,Hours of seclusion use,0,0,3459,"Beach Boulevard, Huntington Beach, CA, USA","33,676,417","-117,988,537",33.676417,-117.988537,12.73913,53.6087,93.45217,42.76522,20284273.37,50.40436414,Relatively High,37.44278218,Relatively High
50567,PROVIDENCE MISSION HOSPITAL,27700 MEDICAL CENTER RD,MISSION VIEJO,92691,ORANGE,CA,ORANGE_CA,27700 MEDICAL CENTER RD MISSION VIEJO CA 92691,Hours of physical-restraint use,0.27,44.22,6912,Hours of seclusion use,0,0.5,6912,"Medical Center Road, Mission Viejo, CA, USA","33,560,195","-117,666,063",33.560195,-117.666063,12.73913,53.6087,93.45217,42.76522,20284273.37,50.40436414,Relatively High,37.44278218,Relatively High
50580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,90623,ORANGE,CA,ORANGE_CA,7901 WALKER STREET LA PALMA CA 90623,Hours of physical-restraint use,0,0,1510,Hours of seclusion use,0,0,1510,"7901 Walker St, La Palma, CA, USA","33,847,533","-118,038,414",33.847533,-118.038414,12.73913,53.6087,93.45217,42.76522,20284273.37,50.40436414,Relatively High,37.44278218,Relatively High
50624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,91355,LOSANGELES,CA,LOSANGELES_CA,23845  MCBEAN PKWY VALENCIA CA 91355,Hours of physical-restraint use,1.71,240.52,5867,Hours of seclusion use,0.2,28.85,5867,"Valencia, San Bernardino, CA, USA","34,139,271","-117,274,009",34.139271,-117.274009,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
50636,PALOMAR MEDICAL CENTER POWAY,15615 POMERADO ROAD,POWAY,92064,SANDIEGO,CA,SANDIEGO_CA,15615 POMERADO ROAD POWAY CA 92064,Hours of physical-restraint use,0,0,4776,Hours of seclusion use,0,0,4776,"15615 Pomerado Rd, Poway, CA, USA","32,996,481","-117,057,264",32.996481,-117.057264,42.0626,79.60835,108.8491,71.03049,158399947.6,100,Very High,83.83057274,Very High
50744,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,92805,ORANGE,CA,ORANGE_CA,1025 S ANAHEIM BLVD ANAHEIM CA 92805,Hours of physical-restraint use,0.39,257.8,27640,Hours of seclusion use,0,1.92,27640,"1025 S Anaheim Blvd, Anaheim, CA, USA","33,819,842","-117,909,255",33.819842,-117.909255,12.73913,53.6087,93.45217,42.76522,20284273.37,50.40436414,Relatively High,37.44278218,Relatively High
50745,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,92869,ORANGE,CA,ORANGE_CA,2601 E CHAPMAN AVE ORANGE CA 92869,Hours of physical-restraint use,0,0,3818,Hours of seclusion use,0,0,3818,"East Chapman Avenue, Orange, CA, USA","33,787,876","-117,852,569",33.787876,-117.852569,12.73913,53.6087,93.45217,42.76522,20284273.37,50.40436414,Relatively High,37.44278218,Relatively High
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,ORANGE,CA,ORANGE_CA,1001 NORTH TUSTIN AVENUE SANTA ANA CA 92705,Hours of physical-restraint use,Not Available,Not Available,Not Available,Hours of seclusion use,Not Available,Not Available,Not Available,"North Tustin Avenue, Santa Ana, CA, USA","33,758,751","-117,834,252",33.758751,-117.834252,12.73913,53.6087,93.45217,42.76522,20284273.37,50.40436414,Relatively High,37.44278218,Relatively High
50747,COASTAL COMMUNITIES HOSPITAL,2701 S BRISTOL ST,SANTA ANA,92704,ORANGE,CA,ORANGE_CA,2701 S BRISTOL ST SANTA ANA CA 92704,Hours of physical-restraint use,0,0,5294,Hours of seclusion use,0,0,5294,"2701 S Bristol St, Santa Ana, CA, USA","33,711,089","-117,884,309",33.711089,-117.884309,12.73913,53.6087,93.45217,42.76522,20284273.37,50.40436414,Relatively High,37.44278218,Relatively High
50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,91403,LOSANGELES,CA,LOSANGELES_CA,4929 VAN NUYS BLVD SHERMAN OAKS CA 91403,Hours of physical-restraint use,0,0,2429,Hours of seclusion use,0,0,2429,"4929 Van Nuys Blvd, Los Angeles, CA, USA","34,160,258","-118,448,896",34.160258,-118.448896,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,92120,SANDIEGO,CA,SANDIEGO_CA,6655 ALVARADO ROAD SAN DIEGO CA 92120,Hours of physical-restraint use,0,0,2451,Hours of seclusion use,0,0,2451,"6655 Alvarado Rd, San Diego, CA, USA","32,776,095","-117,057,405",32.776095,-117.057405,42.0626,79.60835,108.8491,71.03049,158399947.6,100,Very High,83.83057274,Very High
50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,96001,SHASTA,CA,SHASTA_CA,1100 BUTTE ST REDDING CA 96001,Hours of physical-restraint use,0,0,228,Hours of seclusion use,0,0,228,"1100 Butte St, Redding, CA, USA","40,585,613","-122,387,655",40.585613,-122.387655,24.0947,55.72873,80.45265,48.38523,6684482.088,34.81536159,Relatively High,37.95129213,Relatively High
54009,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,150 MEDICAL PLAZA-RM-4230C,LOS ANGELES,90095,LOSANGELES,CA,LOSANGELES_CA,150 MEDICAL PLAZA-RM-4230C LOS ANGELES CA 90095,Hours of physical-restraint use,1.55,1003.13,26934,Hours of seclusion use,0.13,84.78,26934,"100 UCLA Medical Plaza, Los Angeles, CA, USA","34,065,615","-118,445,779",34.065615,-118.445779,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54028,GATEWAYS HOSP  MENTAL HEALTH CTR,1891 EFFIE ST,LOS ANGELES,90026,LOSANGELES,CA,LOSANGELES_CA,1891 EFFIE ST LOS ANGELES CA 90026,Hours of physical-restraint use,0.31,89,12123,Hours of seclusion use,0.25,72,12123,"1891 Effie St, Los Angeles, CA, USA","34,084,486","-118,256,591",34.084486,-118.256591,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54032,BHC ALHAMBRA HOSP,4619 N ROSEMEAD BLVD,ROSEMEAD,91770,LOSANGELES,CA,LOSANGELES_CA,4619 N ROSEMEAD BLVD ROSEMEAD CA 91770,Hours of physical-restraint use,0.04,32.1,31128,Hours of seclusion use,0,0.52,31128,"Rosemead, CA, USA","34,061,882","-118,084,892",34.061882,-118.084892,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54053,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,90505,LOSANGELES,CA,LOSANGELES_CA,23700 CAMINO DEL SOL TORRANCE CA 90505,Hours of physical-restraint use,0.08,94.65,46808,Hours of seclusion use,0,4.75,46808,"23700 Camino Del Sol, Torrance, CA, USA","33,810,339","-118,344,242",33.810339,-118.344242,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54055,COLLEGE HOSPITAL,10802 COLLEGE PL,CERRITOS,90703,LOSANGELES,CA,LOSANGELES_CA,10802 COLLEGE PL CERRITOS CA 90703,Hours of physical-restraint use,1.35,2039.83,62993,Hours of seclusion use,1.24,1876.44,62993,"10802 College Pl, Cerritos, CA, USA","33,884,322","-118,102,987",33.884322,-118.102987,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54069,AURORA CHARTER OAK,1161 E COVINA BLVD,COVINA,91724,LOSANGELES,CA,LOSANGELES_CA,1161 E COVINA BLVD COVINA CA 91724,Hours of physical-restraint use,0.28,318.2,46814,Hours of seclusion use,0,0,46814,"1161 E Covina Blvd, Covina, CA, USA","34,100,383","-117,867,071",34.100383,-117.867071,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54074,ADVENTIST HEALTH VALLEJO,525 OREGON ST,VALLEJO,94590,SOLANO,CA,SOLANO_CA,525 OREGON ST VALLEJO CA 94590,Hours of physical-restraint use,0.31,71.42,9580,Hours of seclusion use,0.27,61.98,9580,"525 Oregon Street, Vallejo, CA, USA","38,117,971","-122,249,054",38.117971,-122.249054,36.55738,79.7623,112.5656,69.42623,1127563.284,19.23661401,Relatively Moderate,15.64571292,Relatively Moderate
54075,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTE,7050 PARKWAY DRIVE,LA MESA,91942,SANDIEGO,CA,SANDIEGO_CA,7050 PARKWAY DRIVE LA MESA CA 91942,Hours of physical-restraint use,0.18,42.38,10089,Hours of seclusion use,0,0.75,10089,"7050 Parkway Dr, La Mesa, CA, USA","32,774,583","-117,044,144",32.774583,-117.044144,42.0626,79.60835,108.8491,71.03049,158399947.6,100,Very High,83.83057274,Very High
54077,AURORA VISTA DEL MAR HOSPITAL,801 SENECA ST,VENTURA,93001,VENTURA,CA,VENTURA_CA,801 SENECA ST VENTURA CA 93001,Hours of physical-restraint use,0.06,123.93,86564,Hours of seclusion use,0.09,197.16,86564,"801 Seneca St, San Buenaventura (Ventura), CA, USA","34,307,941","-119,283,422",34.307941,-119.283422,14.41392,40.55678,67.94872,33.24176,27547323.5,55.8180669,Relatively High,40.34669507,Relatively High
54078,AURORA LAS ENCINAS,2900 E DEL MAR BLVD,PASADENA,91107,LOSANGELES,CA,LOSANGELES_CA,2900 E DEL MAR BLVD PASADENA CA 91107,Hours of physical-restraint use,0.18,127.03,29696,Hours of seclusion use,0.03,21.95,29696,"2900 E Del Mar Blvd, Pasadena, CA, USA","34,141,108","-118,092,857",34.141108,-118.092857,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54087,"BHC SIERRA VISTA HOSPITAL, INC",8001 BRUCEVILLE ROAD,SACRAMENTO,95823,SACRAMENTO,CA,SACRAMENTO_CA,8001 BRUCEVILLE ROAD SACRAMENTO CA 95823,Hours of physical-restraint use,0.01,19.6,58369,Hours of seclusion use,0.2,281.47,58369,"Bruceville Road, Sacramento, CA, USA","38,447,033","-121,417,856",38.447033,-121.417856,45.34014,94.14966,124.7347,84.14286,732713.0765,16.66196826,Relatively Moderate,16.1384115,Relatively Moderate
54089,JEWISH HOME & REHAB CENTER,302  SILVER AVENUE,SAN FRANCISCO,94112,SANFRANCISCO,CA,SANFRANCISCO_CA,302  SILVER AVENUE SAN FRANCISCO CA 94112,Hours of physical-restraint use,0.02,2,3779,Hours of seclusion use,0.06,5,3779,"302 Silver Ave, San Francisco, CA, USA","3,772,778","-122,430,569",37.72778,-122.430569,0,0,1.555556,0,5135.909987,3.188752338,Very Low,2.569649504,Very Low
54093,LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,1710 BARTON ROAD,REDLANDS,92373,SANBERNARDINO,CA,SANBERNARDINO_CA,1710 BARTON ROAD REDLANDS CA 92373,Hours of physical-restraint use,0.07,31.08,19657,Hours of seclusion use,0.07,33.18,19657,"1710 Barton Rd, Redlands, CA, USA","34,049,301","-117,214,001",34.049301,-117.214001,82.92344,119.4439,138.9523,113.4822,62613272.1,73.39003962,Very High,74.85520658,Very High
54095,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,92128,SANDIEGO,CA,SANDIEGO_CA,11878 AVENUE OF INDUSTRY SAN DIEGO CA 92128,Hours of physical-restraint use,0.03,22.53,31871,Hours of seclusion use,0.04,31.99,31871,"11878 Avenue Of Industry, San Diego, CA, USA","32,991,603","-117,074,722",32.991603,-117.074722,42.0626,79.60835,108.8491,71.03049,158399947.6,100,Very High,83.83057274,Very High
54096,SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BLVD,SACRAMENTO,95826,SACRAMENTO,CA,SACRAMENTO_CA,7700 FOLSOM BLVD SACRAMENTO CA 95826,Hours of physical-restraint use,0.03,13.88,21216,Hours of seclusion use,0.02,11.47,21216,"7700 Folsom Blvd, Sacramento, CA, USA","38,549,816","-121,414,462",38.549816,-121.414462,45.34014,94.14966,124.7347,84.14286,732713.0765,16.66196826,Relatively Moderate,16.1384115,Relatively Moderate
54104,HERITAGE OAKS HOSPITAL,4250 AUBURN BLVD,SACRAMENTO,95841,SACRAMENTO,CA,SACRAMENTO_CA,4250 AUBURN BLVD SACRAMENTO CA 95841,Hours of physical-restraint use,0.02,23.33,41573,Hours of seclusion use,0.1,103.37,41573,"Auburn Boulevard, Sacramento, CA, USA","38,620,914","-121,424,092",38.620914,-121.424092,45.34014,94.14966,124.7347,84.14286,732713.0765,16.66196826,Relatively Moderate,16.1384115,Relatively Moderate
54110,BHC FREMONT HOSPITAL INC,39001 SUNDALE DRIVE,FREMONT,94538,ALAMEDA,CA,ALAMEDA_CA,39001 SUNDALE DRIVE FREMONT CA 94538,Hours of physical-restraint use,0.06,60.5,41745,Hours of seclusion use,0.04,42.63,41745,"39001 Sundale Dr, Fremont, CA, USA","37,546,558","-121,978,983",37.546558,-121.978983,10.78261,33.44348,59.86087,26.70435,3804850.947,28.85321453,Relatively High,20.90924939,Relatively Moderate
54111,CANYON RIDGE HOSPITAL,5353 G STREET,CHINO,91710,SANBERNARDINO,CA,SANBERNARDINO_CA,5353 G STREET CHINO CA 91710,Hours of physical-restraint use,0.02,17.98,37708,Hours of seclusion use,0.01,8.72,37708,"5353 G St, Chino, CA, USA","34,009,181","-117,688,013",34.009181,-117.688013,82.92344,119.4439,138.9523,113.4822,62613272.1,73.39003962,Very High,74.85520658,Very High
54122,DEPT OF STATE HOSPITALS - NAPA,2100 NAPA VALLEJO HIGHWAY,NAPA,94558,NAPA,CA,NAPA_CA,2100 NAPA VALLEJO HIGHWAY NAPA CA 94558,Hours of physical-restraint use,10.56,4209.87,16609,Hours of seclusion use,2.84,1132.47,16609,"2100 Napa Vallejo Hwy, Napa, CA, USA","38,277,776","-122,267,023",38.277776,-122.267023,27.34959,65.78862,97.97561,55.89431,3373238.193,27.71813412,Relatively High,24.58800765,Relatively Moderate
54123,ST JOSEPH'S BEHAVIORAL HEALTH CENTER,2510 N  CALIFORNIA ST,STOCKTON,95204,SANJOAQUIN,CA,SANJOAQUIN_CA,2510 N  CALIFORNIA ST STOCKTON CA 95204,Hours of physical-restraint use,0.25,65.73,11047,Hours of seclusion use,0.15,39.2,11047,"2510 North California Street, Stockton, CA, USA","3,797,668","-121,290,818",37.97668,-121.290818,46.27027,94.27027,125.2883,84.37387,151636.4675,9.8555956,Relatively Low,10.19749414,Relatively Low
54124,SEMPERVIRENS,720 WOOD ST,EUREKA,95501,HUMBOLDT,CA,HUMBOLDT_CA,720 WOOD ST EUREKA CA 95501,Hours of physical-restraint use,0.45,43.4,4006,Hours of seclusion use,0.76,72.9,4006,"Wood Street, Eureka, CA, USA","40,781,154","-124,155,228",40.781154,-124.155228,7.319716,23.81172,43.4778,18.91829,1349148.221,20.42215386,Relatively Moderate,21.56576293,Relatively Moderate
54125,SANTA BARBARA COUNTY PSYCHIATRIC HEALTH FACILITY,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,SANTABARBARA,CA,SANTABARBARA_CA,315 CAMINO DEL REMEDIO SANTA BARBARA CA 93110,Hours of physical-restraint use,0.39,51.63,5562,Hours of seclusion use,0.32,42.57,5562,"Santa Barbara, CA, USA","34,389,656","-119,702,652",34.389656,-119.702652,13.799,36.18342,59.28141,30,9534282.065,39.19021573,Relatively High,37.46937397,Relatively High
54130,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVE,RIVERSIDE,92506,RIVERSIDE,CA,RIVERSIDE_CA,5900 BROCKTON AVE RIVERSIDE CA 92506,Hours of physical-restraint use,0.09,91.79,41530,Hours of seclusion use,2.84,2833,41530,"5900 Brockton Ave, Riverside, CA, USA","33,962,283","-117,395,315",33.962283,-117.395315,94.80191,129.6354,148.1024,123.2852,135750440.2,94.98654061,Very High,100,Very High
54131,JOHN MUIR BEHAVIORAL HEALTH CENTER,2740 GRANT STREET,CONCORD,94524,CONTRACOSTA,CA,CONTRACOSTA_CA,2740 GRANT STREET CONCORD CA 94524,Hours of physical-restraint use,0.05,19.1,16806,Hours of seclusion use,0.07,28.2,16806,"2740 Grant St, Concord, CA, USA","37,985,859","-122,038,638",37.985859,-122.038638,19.93518,53.64815,87.09259,44.24074,6723429.076,34.88284767,Relatively High,22.35691016,Relatively Moderate
54133,DEPT OF STATE HOSPITALS - METROPOLITAN - PSY,11401 S NORWALK BLVD,NORWALK,90650,LOSANGELES,CA,LOSANGELES_CA,11401 S NORWALK BLVD NORWALK CA 90650,Hours of physical-restraint use,0.41,159.88,16345,Hours of seclusion use,0,0,16345,"Norwalk, CA, USA","33,908,903","-118,083,579",33.908903,-118.083579,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54135,NEWPORT BAY HOSPITAL,1501 E 16TH ST,NEWPORT BEACH,92663,ORANGE,CA,ORANGE_CA,1501 E 16TH ST NEWPORT BEACH CA 92663,Hours of physical-restraint use,0.01,1.14,9138,Hours of seclusion use,0.01,2,9138,"East 16th Street, Newport Beach, CA, USA","33,623,728","-117,908,697",33.623728,-117.908697,12.73913,53.6087,93.45217,42.76522,20284273.37,50.40436414,Relatively High,37.44278218,Relatively High
54144,UCSF LANGLEY PORTER PSYCHIATRIC HOSPITAL AND CLINICS,401 PARNASSUS AVENUE,SAN FRANCISCO,94143,SANFRANCISCO,CA,SANFRANCISCO_CA,401 PARNASSUS AVENUE SAN FRANCISCO CA 94143,Hours of physical-restraint use,0.04,3.28,3248,Hours of seclusion use,0.08,6.43,3248,"401 Parnassus Avenue, San Francisco, CA, USA","37,763,466","-122,456,699",37.763466,-122.456699,0,0,1.555556,0,5135.909987,3.188752338,Very Low,2.569649504,Very Low
54145,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,SAN DIEGO,92123,SANDIEGO,CA,SANDIEGO_CA,7850 VISTA HILL AVENUE SAN DIEGO CA 92123,Hours of physical-restraint use,0.05,43.95,36922,Hours of seclusion use,0.06,52.23,36922,"7850 Vista Hill Ave, San Diego, CA, USA","32,795,679","-117,155,228",32.795679,-117.155228,42.0626,79.60835,108.8491,71.03049,158399947.6,100,Very High,83.83057274,Very High
54146,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,"2633 E 27TH STREET, BUILDING B",OAKLAND,94601,ALAMEDA,CA,ALAMEDA_CA,"2633 E 27TH STREET, BUILDING B OAKLAND CA 94601",Hours of physical-restraint use,0.19,30.92,6904,Hours of seclusion use,0.13,22.03,6904,"2633 E 27th St, Oakland, CA, USA","37,790,631","-122,222,231",37.790631,-122.222231,10.78261,33.44348,59.86087,26.70435,3804850.947,28.85321453,Relatively High,20.90924939,Relatively Moderate
54147,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,91335,LOSANGELES,CA,LOSANGELES_CA,7150 TAMPA AVENUE RESEDA CA 91335,Hours of physical-restraint use,0,0,1224,Hours of seclusion use,0,0,1224,"7150 Tampa Ave, Los Angeles, CA, USA","34,200,677","-118,553,318",34.200677,-118.553318,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54148,TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,91356,LOSANGELES,CA,LOSANGELES_CA,18646 OXNARD STREET TARZANA CA 91356,Hours of physical-restraint use,0,0,14089,Hours of seclusion use,0,0,14089,"18646 Oxnard St, Los Angeles, CA, USA","34,179,848","-118,540,269",34.179848,-118.540269,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54149,WILLOW ROCK CENTER,2050 FAIRMONT DRIVE,SAN LEANDRO,94578,ALAMEDA,CA,ALAMEDA_CA,2050 FAIRMONT DRIVE SAN LEANDRO CA 94578,Hours of physical-restraint use,0.11,9.48,3653,Hours of seclusion use,0.21,17.98,3653,"San Leandro, CA, USA","37,702,074","-122,162,387",37.702074,-122.162387,10.78261,33.44348,59.86087,26.70435,3804850.947,28.85321453,Relatively High,20.90924939,Relatively Moderate
54150,KAISER PERMANENTE PSYCHIATRIC HEALTH FACILITY-SANT,3840 HOMESTEAD ROAD,SANTA CLARA,95051,SANTACLARA,CA,SANTACLARA_CA,3840 HOMESTEAD ROAD SANTA CLARA CA 95051,Hours of physical-restraint use,0.24,33.93,5853,Hours of seclusion use,0.07,10.35,5853,"Homestead Road, Santa Clara, CA, USA","37,345,789","-121,952,875",37.345789,-121.952875,11.85787,36.83756,64.54823,29.35533,14068112.53,44.61630496,Relatively High,17.99560961,Relatively Moderate
54151,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",1287 FULTON ROAD,SANTA ROSA,95401,SONOMA,CA,SONOMA_CA,1287 FULTON ROAD SANTA ROSA CA 95401,Hours of physical-restraint use,0.06,39.75,28086,Hours of seclusion use,1,674.07,28086,"1287 Fulton Rd, Santa Rosa, CA, USA","38,450,428","-122,771,511",38.450428,-122.771511,8.719512,32.01626,62.83333,24.56504,11819837.12,42.10032866,Relatively High,36.22091273,Relatively High
54152,SANTA CRUZ COUNTY PSYCHIATRIC HEALTH FACILITY,"2250 SOQUEL AVENUE, SUITE 150",SANTA CRUZ,95062,SANTACRUZ,CA,SANTACRUZ_CA,"2250 SOQUEL AVENUE, SUITE 150 SANTA CRUZ CA 95062",Hours of physical-restraint use,0.06,8.77,5667,Hours of seclusion use,0.4,55,5667,"Soquel Avenue, Santa Cruz, CA, USA","36,973,423","-122,023,552",36.973423,-122.023552,5.84058,22.24638,46.33333,16.65217,21463619.62,51.3628732,Relatively High,36.29985094,Relatively High
54153,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,"2600 REDONDO AVENUE, SUITE 500",LONG BEACH,90806,LOSANGELES,CA,LOSANGELES_CA,"2600 REDONDO AVENUE, SUITE 500 LONG BEACH CA 90806",Hours of physical-restraint use,0,0,5041,Hours of seclusion use,0,0,5041,"2600 Redondo Avenue, Long Beach, CA, USA","33,804,929","-118,150,668",33.804929,-118.150668,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
54154,SAN JOSE BEHAVIORAL HEALTH,455 SILICON VALLEY BOULEVARD,SAN JOSE,95138,SANTACLARA,CA,SANTACLARA_CA,455 SILICON VALLEY BOULEVARD SAN JOSE CA 95138,Hours of physical-restraint use,0.02,23,62255,Hours of seclusion use,0.02,29,62255,"Silicon Valley Boulevard, San Jose, CA, USA","37,249,931","-121,770,863",37.249931,-121.770863,11.85787,36.83756,64.54823,29.35533,14068112.53,44.61630496,Relatively High,17.99560961,Relatively Moderate
54155,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL, LLC",5201 WHITE LANE,BAKERSFIELD,93309,KERN,CA,KERN_CA,5201 WHITE LANE BAKERSFIELD CA 93309,Hours of physical-restraint use,0.09,46.33,20501,Hours of seclusion use,0.32,157.66,20501,"5201 White Ln, Kern, CA, USA","35,316,764","-119,060,641",35.316764,-119.060641,55.11687,91.84033,116.4,84.6321,12173973.59,42.51665678,Relatively High,46.17234503,Relatively High
54157,GLENDORA  HOSPITAL,150 WEST ROUTE 66,GLENDORA,91740,LOSANGELES,CA,LOSANGELES_CA,150 WEST ROUTE 66 GLENDORA CA 91740,Hours of physical-restraint use,Not Available,Not Available,Not Available,Hours of seclusion use,Not Available,Not Available,Not Available,"Route 66, Glendora, CA, USA","34,131,884","-117,843,879",34.131884,-117.843879,29.36135,64.88908,94.34958,56.57143,72562509.19,77.08781798,Very High,89.59134791,Very High
60009,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,80033,JEFFERSON,CO,JEFFERSON_CO,8300 W 38TH AVE WHEAT RIDGE CO 80033,Hours of physical-restraint use,0.21,36.54,7262,Hours of seclusion use,0.97,168.56,7262,"8300 West 38th Avenue, Wheat Ridge, CO, USA","39,766,106","-105,090,349",39.766106,-105.090349,0.702479,9.652892,31.41322,7.429752,15172140.5,45.7541622,Relatively High,25.39852028,Relatively Moderate
